"","...1","screen_name","favorite_count","retweet_count","media_type","text"
"36",54395,"UNEP",150,50,"Photo","<U+2705> Feeding humanity
<U+2734><U+FE0F> Water &amp; energy security
<U+0001F535> Conservation, restoration &amp; sustainable use of nature 

require #FoodSystems that, 

<U+2733><U+FE0F> work with nature
<U+2733><U+FE0F> reduce waste, 
<U+2733><U+FE0F> are adaptive to change &amp; resilient to shocks

<U+21AA><U+FE0F>"
"37",55806,"UNEP",50,14,"Photo","Amid #COVID19, some states are using restoration as an engine of employment. This not only has the potential to kickstart economic growth, it<U+0092>s also key in the fight against climate change &amp; biodiversity loss.

Learn more:
"
"38",1445,"oceana",423,81,"Photo","Can you guess what walruses' favorite food is? It's clams!"
"39",30820,"savingoceans",23,9,"Photo","On Tuesday, the Ocean-Based Climate Solutions Act was introduced! Learn about the act, and how that affects the ocean."
"40",89651,"CatsProtection",52,10,"Photo","It<U+0092>s #MakeAGiftDay! Why not have a go at making your own tree decoration featuring Casper, star of our animation? <U+0001F385><U+2702><U+FE0F><U+0001F63A><U+00A0> Gift your #craft to a fellow cat-lover or keep it for yourself <U+0096> it<U+0092>s up to you! Download the craft sheet:"
"41",67666,"BornFreeFDN",1,0,"Nophoto","@StaceyEleanorG @ElephantTrust Reply to Stacey Hello and thanks for your support. Our magazines are sent out in spring and autumn. Please email our supporter care team on info@bornfree.org.uk and they will be able to send you any issues you have not received."
"42",80238,"MoveTheWorld",117,29,"Photo","Happy birthday @leonalewis <U+0001F973><U+0001F436><U+0001F9E1> Thank you for your support and all your work advocating for animal protection. Have a wonderful day, from all in the World Animal Protection International team."
"43",108122,"TreehuggerTwo",6,3,"Nophoto","If you're looking for a way to relieve stress and have an aptitude for crafts, maybe you should give quilting a try. #NationalQuiltingDay"
"44",82468,"MoveTheWorld",1,0,"Nophoto","@LovingYouxp Yes, we believe so. We are looking into all possibilities to address #GhostGear and prevent the suffering of animals"
"45",51219,"BBCEarth",57,12,"Nophoto","An 82-year-old woman who has spent six decades trying to reach space will join Jeff Bezos on the first human flight by his space company later this month. <U+0001F680> @BBCWorld<U+00A0>shares the story. <U+0001F680>
"
"46",19201,"MissionBlue",1,0,"Nophoto","True or false? There are over 30 species of sharks that can be found in the Gal<e1>pagos. #MBGal<e1>pagosExpedition"
"47",69163,"BornFreeFDN",88,31,"Photo","#TBT Captive born Rhea once lived in a municipal zoo <U+0096> only knowing the barren concrete walls...  

Luckily Rhea now lives at our big cat sanctuary, @ShamwariSafari; where she set 'paw' on grass for the 1st time!

Visit"
"48",6995,"seashepherd",149,64,"Nophoto","Jail for Chinese <U+0091>Ivory Queen<U+0092>. Her network killed <U+0091>thousands of elephants<U+0092>"
"49",79772,"DogsTrust",170,49,"Photo","On #IWD2021 we<U+0092>re highlighting our #FreedomProject, a dog fostering service for people fleeing #domesticabuse. You can find out more here <U+0001F449>"
"50",52708,"BBCEarth",6,0,"Photo","What were the technical challenges you had to overcome? #AskTheComposer #PlanetEarthACelebration"
"51",65705,"EcoWatch",50,14,"Nophoto","""This decision sets a precedent that all permitting decisions must pass a climate test and respect #Indigenous rights,"" says Kendall Mackey. #KeystonePipeline #Biden
"
"52",41769,"ExtinctionR",1456,445,"Nophoto","Most who stood against slavery ate sugar, wore cotton and benefited from the system. It didn't stop them demanding it ended. 
You don't have to live outside a system to see it's wrong, and demand it changes.
#ClimateAction"
"53",62639,"ClimateReality",129,57,"Nophoto","Climate deniers shouldn<U+0092>t be given a platform to spread misinformation. Period."
"54",66962,"BornFreeFDN",11,3,"Nophoto","Comic series curated by celebrities for climate causes via @BBCNews 

@rwritextinction
"
"55",75936,"RSPCA_official",257,103,"Photo","Today @BorisJohnson agreed to help @nowzad. We wrote to him and @DominicRaab alongside @ciwf and @MoveTheWorld urging them to safely evacuate them and their animals from Kabul. We hope desperately that they will act. If you'd like to help, please donate directly to @Nowzad <U+0001F43E><U+0001F64F>"
"56",77107,"RSPCA_official",1,0,"Nophoto","@MRIS_Gardening @RSPCA_Frontline Poor poppet! Thank you so much for helping this little guy - paws crossed for a happy ending <U+0001F98A><U+0001F91E>"
"57",93573,"Defenders",25,16,"Nophoto","<U+0093>This is really giving away vital #habitat for #caribou &amp; migratory #birds &amp; will only exacerbate the climate crisis. So, we feel this is bad for the Western #Arctic &amp; it<U+0092>s bad for the planet.<U+0094> - Nicole Whittington-Evans:"
"58",92772,"Defenders",62,30,"Photo","It's the day after the election &amp; as votes are tallied, Americans continue to face political polarization, COVID-19-related anxiety, protests against racism &amp; more. In days &amp; weeks ahead, we recommend taking these 5 actions to ensure a fair election:"
"59",85691,"WWF",93,33,"Nophoto","The Ministerial Conference on Marine Plastic Pollution gets underway in less than 48 hours. 

This is our last chance to tell governments we need urgent action to tackle the global plastic pollution crisis. Retweet to raise awareness. #StopPlasticPollution"
"60",110230,"Network4Animals",34,36,"Photo","There are currently 37 abused &amp; abandoned dogs taking shelter at the Baja SAFE Humane Society in San Jos<e9> del Cabo, Mexico. They desperately need food, medication &amp; treatment but the animal rehab center has run out of funds. Please donate or share now:"
"61",115256,"pawtitions",17,40,"Photo","Demand Siegfried &amp; Roy stop breeding animals: 
"
"62",14491,"whalesorg",0,2,"Nophoto","@paulwrites @OrcaSOS @CdnChange We joined 28 other organizations in requesting that federal agencies recognize the danger posed by these activities and require protective measures to keep the Southern Residents safe."
"63",65973,"EcoWatch",36,15,"Nophoto","""Glitter might look lovely but, because it's plastic, it sticks around long after the sparkle has gone <U+0096> often in the stomachs of fish and birds,"" said David Innes. #sustainability 
"
"64",36506,"1World1Ocean",0,0,"Nophoto","@Cmh176Hughes Thanks for the follow, Catherine! #climatechangeadvocate <U+0001F419>"
"65",93932,"Defenders",36,13,"Photo","Join Mae, our GIS &amp; technical computing associate &amp; Bryan, our southwest program director for another #MapMonday! Tune in as they chat about the elusive &amp; #endangered ""El Lobo"" &amp; explore interactive conservation story maps for the Mexican #graywolf."
"66",55172,"UNEP",336,150,"Nophoto","The @UN<U+0001F1FA><U+0001F1F3> Environment Assembly meets virtually this week.

Leadership Dialogues will consider environmental aspects of sustainable development &amp; look at how they can be used to shape a more resilient &amp; inclusive post-pandemic world<U+0001F30F><U+0001F30D><U+0001F30E>

More on #UNEA5<U+2935><U+FE0F>"
"67",85600,"WWF",89,22,"Photo","We are sharing some of the impacts we have made around the world as reminders of what we can achieve together. Our successes are your successes - so thank you.

#TogetherWeCan #ThankYou"
"68",24586,"CleanerSeasOrg",1,0,"Nophoto","@FloraRendell"
"69",122376,"AWF_Official",48,14,"Photo","Servals usually prefer areas of bush, tall grass, and dry reed beds near streams, but they are also found in high-altitude moorlands and bamboo thickets."
"70",68553,"BornFreeFDN",4,3,"Nophoto","@Jools_Orca Please see our statement regarding this matter here:"
"71",118308,"Animals1st",3,0,"Nophoto","@Alfie2604 @RealDrCornelius @hilltopgina @_AnimalAdvocate @NickTaylorLLB @Veganella_ @sonic1938 @molesuk @GlobalVegans @veganunityday @veganuary @AlisonBurnsJazz <U+0001F602><U+0001F602><U+0001F602><U+0001F602> best one yet!"
"72",51912,"BBCEarth",315,54,"Photo","Ducks... everywhere <U+0001F986><U+2063><U+2063>
<U+2063><U+2063>
Eider ducks (Somateria mollissima) come together to form rafts that bob and weave in the turbulent waters of Norway<U+0092>s Saltstraumen Strait. 
#PerfectPlanet 
#EarthOnLocation by <U+00A9> Silverback Films<U+2063><U+2063>"
"73",120743,"SheldrickTrust",1575,153,"Photo","#Goodnews! We<U+0092>re pleased to share that this pregnant lioness treated by the SWT/KWS Mara Vet Unit for bite wounds in November 2020 has made a full recovery, as reported by rangers monitoring her. Saving not only her life, but future generations too."
"74",24053,"CleanerSeasOrg",6,0,"Nophoto","Nice work @Cristiano <U+0001F64C><U+0001F3FC> <U+26BD><U+FE0F> <U+0001F945> 

We hope to see your reusable water bottle next time <U+0001F499><U+0001F30F>

#CleanerSeas #ReFILL #WorldReFillDay 

#Refuse #Reduce #Reuse #ReFILL #Repair #ReThink #ReIMAGINE  

"
"75",56022,"EnvAgency",13,9,"Photo","If you're taking a staycation with the kids this summer, why not go out #Fishing? 

It's a great way to enjoy nature together as a family away from the pressures of normal life!

Find an event near you:"
"76",49828,"CANIntl",18,14,"Photo","Day 3, week two of the #SB2021. Here<U+0092> the latest on the #GlobalStocktake, Response Measures, and #Article6 [thread] 9/X <U+2935><U+FE0F>"
"77",15451,"whalesorg",12,6,"Photo","Shocked by the #WALvFRA result? FT: Wales 20-19 France <U+0001F3C9>

We love @WelshRugbyUnion and whales <U+0001F433><U+0001F433>

Did you know whaling still happens in host country Japan? Join us in our call to #StopWhaling. #RWC2019"
"78",92104,"Defenders",59,32,"Photo","#WorldWildlifeDay is a time to celebrate the species who share our world -- &amp; work towards stopping the deadly threats #wildlife face. Help us reach our goal to power urgent efforts to protect the species that need us most!"
"79",108536,"TreehuggerTwo",10,3,"Photo","""In three weeks we<U+0092>ve come together, found the technology, adapted it, put it on trucks, and right now it<U+0092>s operating, generating electricity."""
"80",43842,"350",51,15,"Photo","To prevent devastating climate breakdown, we have to end all finance to fossil fuels. The only way to stop them is through sustained public organising and people power. 

Watch the #JustRecovery panel now:"
"81",9726,"coral_org",0,0,"Nophoto","Extinction risk not the answer for reef futures"
"82",99071,"AnimalAid",19,5,"Nophoto","Papa John<U+0092>s Now Has Vegan Cheesy Potato Wedges"
"83",104246,"MercyForAnimals",125,37,"Nophoto","Pigs really CAN play video games! <U+0001F437><U+0001F3AE>
"
"84",10309,"coral_org",0,1,"Nophoto","Shark Hope is on its way! Check out the haunting teaser for our new film, part of our Fiji #Shark Sanctuary campaign:"
"85",114924,"pawtitions",3,15,"Photo","Don't exploit Nosey the abused elephant at fair event:"
"86",68637,"BornFreeFDN",209,132,"Photo","#Lions. Kings of the jungle and the pride of Africa. The #LionsofLyon should be roaming the African savannah, not in the back of a Lamborghini, on a child's bed or in a garage. Help give them a second chance at life -please #RT &amp; #donate:"
"87",42247,"Fridays4future",136,57,"Nophoto","We have no time to lose to address both the climate &amp; COVID crisis. 

To have the crucial change needed at COP26, we need vaccine equity &amp; support for the most marginalized now! 

Anything less would be disastrous in the face of the climate emergency.

"
"88",42928,"Fridays4future",56,15,"Photo","""All our things are gone, our house has been reduced to zero.""

Hundreds of thousands have been affected by typhoons in the Philippines. #FaceTheClimateEmergency

Help rebuild lives, spread awareness:"
"89",40452,"ExtinctionR",339,124,"Nophoto","A recurring theme, from Western Australia, to Norway, to Ireland is massively disproportionate responses and penalties for civil disobedience."
"90",90901,"Defenders",57,28,"Nophoto","The American #BumbleBee, a widespread species that appears to be in decline, is being reviewed by the U.S. Fish &amp; Wildlife Service for possible federal protection under the #EndangeredSpeciesAct:"
"91",97415,"AnimalAid",36,25,"Nophoto","James Corrigan in the Telegraph: I've loved racing for 35 years, now it revolts me"
"92",123322,"AWF_Official",13,8,"Nophoto","Do you know the conservation status of the white rhino?"
"93",69022,"BornFreeFDN",32,5,"Photo","Born Free is a proud supporter of Maasai Olympics 2018. We wish all the participants good luck on finals day today! 

Visit:"
"94",117421,"A_W_Global",2,1,"Nophoto","We can't let these abandoned #dogs starve 

"
"95",40160,"therightblue",1,0,"Nophoto","Colorado Weather: Flash Flood Threat Ramps Back Up In The Mountains"
"96",74701,"peta",0,0,"Nophoto","@JulieRobenhymer Monkeys tormented at your alma mater need help! Marmosets don<U+0092>t get menopause, yet @UMassAmherst experimenter is <U+0093>studying<U+0094> it by removing their ovaries &amp; making them hot with hand warmers <U+0001F494>
 
Tell @AL_marmo alumni want this to STOP!"
"97",56330,"EnvAgency",19,22,"Photo","Would you know what to do if a flood was forecast in your area? 

Now<U+0092>s the best time to get planning to avoid damage to your property and treasured possessions - or even save a life. 

Know what to do in a flood:"
"98",19846,"MissionBlue",41,10,"Photo","Shannon the Shark caught up with @SylviaEarle and some young ocean champions this weekend..."
"99",50459,"CANIntl",3,3,"Nophoto","""People in coastal Bangladesh are still marooned from flooding that has damaged agriculture land. Bangladesh contributes only 0.03% to global emissions yet suffers the worst impacts,"" says @SohanYouthNet from @FFFinBD"
"100",87141,"WWF",72,32,"Nophoto","Soil is a limited natural resource, but its role in food security is crucial. Can you guess how much of our food comes from soil? <U+0001F33D>#WorldSoilDay #Connect2Earth"
"101",83242,"PDSA_HQ",32,11,"Photo","Calling our #Scotland followers! <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> We have joined together with ten of the UK<U+0092>s leading animal welfare charities to ensure that #AnimalWelfare is on the agenda for the #ScottishElections in May. They must do #MoreForScotlandsAnimals <U+0001F43E><U+2764><U+FE0F>

More info here:"
"102",121844,"AWF_Official",7,4,"Nophoto","Help African Wildlife Foundation every time you shop:"
"103",83893,"PDSA_HQ",1,0,"Nophoto","@BBCBreakfast Due to the ongoing pandemic and safety measures, PDSA isn<U+0092>t currently able to provide microchipping at the moment. For more information, please visit our website:"
"104",59414,"pewenvironment",22,6,"Nophoto","A new bill protecting approximately 4,700 miles of rivers in Oregon would help:

<U+0001F4C8> Support the state<U+0092>s economy
<U+0001F41F> Preserve fish habitat
<U+0001F4A7> Provide clean drinking water 

#WildAndScenicOregon"
"105",72337,"peta",1,0,"Nophoto","@_afragileflower Thank you <U+0001F64F><U+0001F4AF>"
"106",113362,"pawtitions",5,14,"Nophoto","Save animals abandoned during Covid-19 outbreak.

"
"107",21253,"Seasaver",40,9,"Nophoto","Great white sharks would be the jewel in the UK marine wildlife crown."
"108",53543,"BBCEarth",714,173,"Photo","Humpback whales can reach up to 17m in length and weigh up to 65 tonnes! <U+0001F40B>
#EarthsTropicalIslands"
"109",14017,"whalesorg",35,13,"Photo","What do whales listen to on long journeys? Pod-casts! <U+0001F602> Talking of which, we have one for you.. so grab a cuppa and listen to a fascinating discussion about why we need to #StopWhaling. 

<U+23EF><U+FE0F>"
"110",119652,"SheldrickTrust",1136,196,"Photo","From new births to animals enjoying some R&amp;R, here is a sneak peek into the unparalleled and intimate insight our pilots are afforded into the lives of wildlife on their daily flyovers over conservation areas #TwitterNatureCommunity"
"111",85885,"WWF",82,15,"Photo","We<U+0092>re going live on Facebook to talk about coral reefs <U+0001F41F><U+0001F420><U+0001F421> with @CoralRescue lead, Carol Phua &amp; UN Special Envoy for the Ocean, Ambassador Peter Thomson. 26 May 10:30 GMT+1:"
"112",94802,"ASPCA",124,64,"Photo","Right now, thousands of people across the country are preparing for their Thanksgiving celebrations - but countless animals are still left to wonder if food will ever come. Help give hungry animals something to be thankful for. Visit"
"113",77730,"DogsTrust",0,0,"Nophoto","@cycleprawn Thanks for getting in touch. We apologise for any confusion caused and would like to look into this further. Please could you email us more details to letusknow@dogstrust.org.uk. Thanks!"
"114",56587,"EnvAgency",8,2,"Photo","We spoke to Lisa Wilson about why she loves angling.

If you're going on a staycation with the kids this summer, why not go angling? Just remember that you can't fish without a valid licence. 

Get yours here: 
"
"115",15056,"whalesorg",60,16,"Photo","We<U+0092>re overjoyed that scientists in South Georgia counted 55 #bluewhales in 23 days:"
"116",21112,"Seasaver",125,33,"Nophoto","Rescued or harassed for selfies?"
"117",82008,"MoveTheWorld",4,11,"Photo","Buddying up for Sea Change this weekend? Tweet us photos of the lost or abandoned fishing gear you find @MoveTheWorld"
"118",36,"oceana",50,10,"Nophoto","READ: An oral history of Oceana, as told by three of its founders, in celebration of Oceana's 20 year anniversary."
"119",46678,"friends_earth",25,26,"Nophoto","UK public money is being invested in a huge gas project in Mozambique. 

This project is ruining lives, fuelling violence and driving climate breakdown even further... 

"
"120",59093,"pewenvironment",4,2,"Nophoto","The Roadless Area Conservation Rule has protected America<U+0092>s public forests from development for 20 years<U+0096>and hopefully will for another 20 (and then some). #IntlForestDay"
"121",21557,"Seasaver",43,20,"Nophoto","Sportfishing will kill endangered bluefin tuna"
"122",107430,"TreehuggerTwo",13,3,"Photo","Cicadapocalypse: What you need to know &gt;
"
"123",107349,"TreehuggerTwo",6,1,"Nophoto","""We would love to know why females willingly stay so close to males as they sing so loudly."""
"124",13190,"whalesorg",36,25,"Photo","In Miami Seaquarium you<U+0092>ll find Lolita. She's been there 51 years, existing in a tank that's illegal by US gov regulations, yet it<U+0092>s been her entire world for more than half a century <U+0001F494>  Donate today &amp; help us make Lolita one of the last captive orcas <U+0001F449>"
"125",96063,"ASPCA",74,19,"Photo","Great news for #CookCounty IL! Thank you to everyone who spoke up in support of the Good Food Purchasing Program to help improve the lives of farm animals! <U+0001F437><U+0001F42E><U+0001F414> Read more:"
"126",38756,"therightblue",0,0,"Nophoto","Zebras Spotted in Prince George<U+0092>s County <U+0096> NBC4 Washington"
"127",107916,"TreehuggerTwo",14,1,"Photo","Oceans could return to a picture of health in just one generation
"
"128",119983,"SheldrickTrust",2425,356,"Photo","Baby Bondeni has found a sweet spot for some personal pampering as he covers his little body in dust and rolls around with happy abandon. Ensuring orphans like him grow up physically healthy &amp; psychologically happy is at the heart of our Orphans' Project."
"129",123107,"AWF_Official",73,29,"Photo","Giraffe populations have fallen nearly 40 percent in just 30 years."
"130",41913,"ExtinctionR",25,7,"Nophoto","""Rather than distracting attention through neo-Malthusian tropes, scientists should help expose the structural causes and drivers of inequality, overproduction and overconsumption""

"
"131",31455,"savingoceans",7,3,"Photo","#Deep-sea expedition in #Seychelles' #waters to launch Tuesday, via @SeyNewsAgency #conservation #BlueParks"
"132",107953,"TreehuggerTwo",6,4,"Photo","Why this is the greatest coffee maker on Earth.
MORE:"
"133",47045,"friends_earth",12,12,"Nophoto","The state of nature inside our national parks is worse than outside of them...

#ProtectNature #NationalTreeWeek 

"
"134",106307,"MercyForAnimals",0,0,"Nophoto","@ANNEKENNEY16 So true... <U+0001F494>"
"135",57926,"pewenvironment",14,4,"Nophoto","The proposed UN high seas treaty is a once-in-a-generation opportunity to improve the health and governance of the #HighSeas. Yet young voices have been absent from negotiations.

High Seas Youth Ambassadors are changing that.

"
"136",50822,"BBCEarth",424,60,"Photo","<U+2063>The male red avadavat has two seasonal colours. When breeding season begins, the male changes from a reddish-brown colour to a bright scarlet red to help attract a mate.
<U+2063>
#EarthCapture by @raj_enthusiastic_birder<U+2063> via IG"
"137",99240,"_AnimalAdvocate",1,0,"Nophoto","@flothilde @ScarlettBeagle @rickygervais @marcthevet @Dr_Dan_1 @Protect_Wldlife @zbleumoon @RobRobbEdwards @Animals1st @Ivy_MiddletonUK @Animal_Watch Thank you!<U+0001F917>

#Anipals<U+0001F43E><U+0001F49E>"
"138",69540,"BornFreeFDN",28,30,"Nophoto","CUDDLE ME KILL ME: New book investigates lion farming &amp; canned hunting in South Africa. Order your signed copy today:"
"139",105435,"MercyForAnimals",77,28,"Nophoto","""Vegan restaurateur Pinky Cole<U+0097>founder of fast-casual burger chain @SluttyVeganATL<U+0097>recently opened Philly cheesesteak concept Dinkies in Atlanta, GA."" <U+0001F64C><U+0001F64C><U+0001F64C>
"
"140",93631,"Defenders",25,11,"Photo","Join us as we support our partner, the Blackfeet Nation<U+0092>s Iinnii Initiative for the Blackfeet Buffalo Program! Check out the short Emmy nominated film on the project, as well as a Q&amp;A panel, on Thursday, June 25 at 6:30PM MT. Learn more:"
"141",36087,"1World1Ocean",1,0,"Nophoto","@StellaGrace41 Thanks for the follow, Stella! <U+0001F433>"
"142",52684,"BBCEarth",11,2,"Photo","It took two days for the team to see the behaviour they'd come to film #PlanetEarthACelebration #AskTheDirector"
"143",122234,"AWF_Official",66,15,"Photo","Conservationists rely on an array of solutions to protect big cats by mitigating threats including habitat loss, the illegal wildlife trade, and, most significantly, human-carnivore conflict."
"144",100628,"Protect_Wldlife",67,45,"Nophoto","What are we doing to our planet?!? <U+0001F622>"
"145",101575,"FarmSanctuary",187,53,"Nophoto","<U+0093>The results from our study confirm something that most farm animal sanctuaries are already aware of: having meaningful interactions with farm animals encourages people to empathize with them &amp; to consider them as sentient individuals &amp; not food.<U+0094>"
"146",100675,"Protect_Wldlife",116,68,"Photo","#ThoughtForTheDay 

'Dogs using wheels and prosthetics can live as good a life as a fully able bodied dog.'

Please help @MiriMission rescue, rehabilitate &amp; rehome MANY more #dogs just like these guys by donating ANY amount, large or small, at"
"147",11691,"mcsuk",96,39,"Nophoto","We can't keep treating our beaches like garbage bins! <U+0001F622>

Litter creates huge problems for people and wildlife. Let's all look after our wonderful outdoor spaces together and #KeepItClean. 

"
"148",32555,"savingoceans",13,6,"Photo","Melting glaciers causing #sea levels to rise at ever greater rates, via @physorg_com #conservation #ocean #ClimateChange #GlobalWarming"
"149",17416,"Surfrider",59,29,"Photo","For the next couple of weeks, we'll be sharing some tips to reduce #plasticpollution. How do you reduce YOUR single-use plastic footprint?"
"150",42590,"Fridays4future",206,92,"Photo","Join us in our actions to end the bullshit this #EarthDay in time for the Leaders<U+0092> Summit on Climate by @POTUS! <U+270A><U+270A> <U+0001F525><U+0001F30E><U+0001F4E2>

<U+0001F31F>You can:
<U+2192> Join our physical actions!
<U+2192> Join our online actions!
<U+2192> Join our Mock Summit!
#NoMoreEmptySummits"
"151",4865,"OurOcean",13,4,"Nophoto","#NEPA is a bedrock environmental law that requires our federal government agencies to <U+0093>look before they leap<U+0094> when they consider major federal actions. 
"
"152",117647,"A_W_Global",2,3,"Nophoto","I just signed this letter to help @AnimalsAsia end #bearbile farming in #Vietnam for good. Add your voice: 

"
"153",111313,"Network4Animals",16,18,"Nophoto","What the pandemic restrictions are doing to our sweet animal friends is SHOCKING! Their ribs are protruding, and loose skin hangs from their bony bodies<U+0085> 

Without our help, they are on their way to starvation."
"154",23737,"2minbeachclean",0,0,"Nophoto","@rsgcn What was in the containers? I can<U+0092>t see the pictures."
"155",21923,"sascampaigns",67,20,"Photo","The planet thrives when it<U+0092>s wild <U+0001F30F>

Rewilding is all about allowing nature to shape the environment, with human collaborating with nature, not dictating it. That<U+0092>s why our ambition is for 30% of the ocean &amp; all UK Marine Protected Areas to be highly protected by 2030"
"156",77272,"DogsTrust",2,0,"Nophoto","@jennyfuramy @DT_Ilfracombe Us too! <U+0001F970>"
