"","...1","screen_name","favorite_count","retweet_count","media_type","text"
"30",42703,"Fridays4future",1800,564,"Photo","Today's Global Climate Strike has begun! We're starting the day with Bangladesh and the Philippines! Across the world we're calling for climate justice and immediate action now!

#NoMoreEmptyPromises"
"31",17440,"Surfrider",9,4,"Photo","California Supreme Court Rules for @TheCACoast Commission in the Lynch Seawall Case"
"32",125234,"wildlifedirect",12,4,"Nophoto","Four African conservation heroes have won awards for their efforts to protect #wildlife and natural environments at the #WhitleyAwards - via @IOL. @WhitleyAwards @LocalOceanCo  #HandsOffOurElephants #WildlifeDirect
"
"33",125708,"wildlifedirect",5,4,"Photo","HAPPENING NOW on @citizentvkenya, tune in to #MyWildAfrica and tell us where you are watching from? @ConservationKen"
"34",21514,"Seasaver",9,13,"Nophoto","'Selfish stupidity': Fishermen's 400kg shark catch sparks debate #EndSharkTournaments"
"35",57331,"EnvAgency",0,0,"Nophoto","@FOCB1 Please call our national incident line asap - 0800 80 70 60 they will log the report and forward to the area team - Eileen"
"36",117537,"A_W_Global",2,1,"Nophoto","New Landmark Report Confirms That #ClimateChange Is Intensifying Causing #Glaciers To Melt &amp; #Sea Levels To Rise Driving #CriticalSpecies To #Extinction 

"
"37",68744,"BornFreeFDN",31,8,"Photo","We<U+0092>re at the @TheHariLondon to recognise and thank our 24 Wildlife Heroes who have dedicated their lives to wildlife conservation. We thank and salute them all #WildlifeHeroes #KeepWildlifeInTheWild"
"38",59936,"pewenvironment",17,7,"Photo","Seychelles is a leader in ocean conservation and the country is working to conserve a critical ecosystem: seagrass."
"39",116382,"A_W_Global",14,12,"Nophoto","Fur is cruel and outdated. Please #BanFur at Mitchells and all sister store locations! #animals 

"
"40",55196,"UNEP",96,39,"Photo","The @UN #SciencePolicyBusiness Forum on the Environment ahead of #UNEA5 kicks off tomorrow!

Learn more about what's in store under the theme of ""Integrated Solutions #ForNature"" and find out how you can take part here:"
"41",49583,"CANIntl",19,10,"Photo","Scientists group also support the call to #PostponeCOP26 because how #COP26 is ""currently planned, cannot meet science-based public health guidelines in an equitable way"" but should in no way postpone climate action for countries like the US.
Read:"
"42",76640,"RSPCA_official",1,0,"Nophoto","@Leeds_Demon I am so sorry to hear this! Please call us back for an update: 0300 1234 999"
"43",57191,"EnvAgency",26,34,"Photo","Never drive through flood water. Just 30cm of flowing water is enough to move your car. 

Stay safe, stay #FloodAware. Know what to do in a flood:"
"44",70682,"HSIGlobal",0,0,"Nophoto","@JoymoorMoor @rickygervais Thank you so much for the support! <U+0001F98A>"
"45",103523,"FarmSanctuary",24,3,"Photo","You're never too young or old to put compassion first! Happy birthday to our dear friend @MckennaGraceful (here with BFF Stephen rooster)"
"46",72649,"peta",0,0,"Nophoto","@staterepmccune Washington National Primate Research Center at @UW exposed in scathing investigation: sick monkeys, compromised research, toxic waste site, tax dollars wasted. 

Please read and close down the primate center. 
"
"47",95145,"ASPCA",63,16,"Nophoto","Thank you Assemblymember @LindaBRosenthal for leading the fight to end puppy mill cruelty in NYS. #NYStateofkind"
"48",114643,"pawtitions",7,30,"Photo","Stop the horrendously cruel fur industry: 
"
"49",24210,"CleanerSeasOrg",1,0,"Nophoto","@Lizzi_L <U+0001F499><U+0001F30E><U+0001F601>"
"50",104809,"MercyForAnimals",63,15,"Nophoto","""The chain will offer coconut milk as a dairy substitute in any beverage and feature the new dairy-free milk in a Coconut Milk Iced Latte and three summer-ready Dunkin' Coconut Refreshers!"" <U+2600><U+FE0F>
"
"51",80332,"MoveTheWorld",23,6,"Photo","@g20org @JustinTrudeau We would also like to thank MP Nathaniel Erskine-Smith @beynate for supporting our campaign to curb the wildlife trade and accepting our petitions to share with the Prime Minister on behalf of 52,762 Canadians #cdnpoli"
"52",113775,"pawtitions",3,7,"Nophoto","Dogs should not be made to starve! Sign here if you agree:"
"53",15872,"Surfrider",21,2,"Photo","One week away! <U+0001F381>

Join us next week for #GivingTuesday <U+0097> a day to give back to the community and to the environment. All donations to Surfrider on 12/1 will have TWICE the impact, thanks to our generous friends @ClifBar.

"
"54",92493,"Defenders",51,13,"Nophoto","<U+0093>We look forward to working with Rep. Haaland &amp; the Interior Department to protect America<U+0092>s public lands &amp; wildlife &amp; serve the public<U+0092>s interest.<U+0094> - @JClarkprez, our president &amp; CEO:"
"55",56915,"EnvAgency",0,0,"Nophoto","@cbusybody Kind Regards"
"56",14255,"whalesorg",18,2,"Photo","We're thrilled to be celebrating our 4 year partnership anniversary with @BRITAPRO <U+0001F4A6> <U+0001F64C>

Thank you for all of your continued support on our #NotWhaleFood project and helping to reduce single-use plastic. Exciting developments to come, watch this space!"
"57",119023,"SheldrickTrust",1575,231,"Photo","Happy <U+0001F418>

Unstoppable toddler Bondeni likes to live life to the full. He is one little orphan #elephant saved with your support. Find out how we are helping him:"
"58",37137,"1World1Ocean",0,0,"Nophoto","@belleshuai Thanks for the follow! <U+0001F980>"
"59",56876,"EnvAgency",0,0,"Nophoto","@EmmaCForster Hi Emma I will send your query through to the fisheries department I await there response Kind Regards Janine"
"60",107363,"TreehuggerTwo",10,6,"Nophoto","It turns out a cat's purr does a lot of good for feline and human alike"
"61",66146,"EcoWatch",18,22,"Nophoto","The storm formerly known as #HurricaneEta slowly dragged across Honduras Wednesday, dumping heavy rains across the region and prompting emergency flood and landslide warnings."
"62",6811,"seashepherd",171,65,"Photo","Sea Shepherd is back on patrol in Gabon to help prevent illegal fishing in Africa<U+0092>s largest Marine Protected Area:"
"63",38738,"therightblue",4,0,"Nophoto",NA
"64",90267,"CatsProtection",1,0,"Nophoto","@Jasseh_K_ You can find out more information here about how many cats/kittens we have helped last year"
"65",103479,"FarmSanctuary",33,19,"Photo","Help Farm Sanctuary &amp; Treeline @RealVeganCheese help farm animals: Sponsor Jerome &amp; Cashew &amp; have your gift matched"
"66",16678,"Surfrider",9,3,"Nophoto",".@ScottPruittOK (formerly @EPAScottPruitt) is out, but clean water still at risk at @EPA."
"67",68997,"BornFreeFDN",15,4,"Photo","BORN FREE 2018 HIGHLIGHT: Digital makeover

Visit:"
"68",111233,"Network4Animals",10,17,"Nophoto","Our hearts go out to street dogs in Greece. There are 2,000 in an area near Athens called Aspropyrgos who face little chance of making it through this winter without your help. 

We must act fast to get them food!
"
"69",7454,"seashepherd",151,125,"Nophoto","It's official: fish feel pain."
"70",72036,"peta",1,0,"Nophoto","@feministdawn Thank you for sharing and encouraging folks to NEVER buy and to ALWAYS adopt <U+0001F499><U+0001F43E>"
"71",5842,"OurOcean",14,3,"Nophoto","Coming together for #OurOcean:

Along with U.S. #shellfish growers, #OA experts and members of @GovInslee's office, @OurOcean staff recently visited our Chilean counterparts to share knowledge and explore adaptive solutions to acidification. <U+0001F41A>

"
"72",88894,"CatsProtection",0,0,"Nophoto","@NorthernLady6 @TreasuryMog @AllotmentCat It could be that she is nervous to venture out if other cats are in the area. You could try heading out with her to build up her confidence, or encouraging her out when they<U+0092>re not there."
"73",103103,"FarmSanctuary",36,14,"Nophoto",NA
"74",47069,"friends_earth",21,10,"Nophoto","Bees need our help more than ever during winter, as they fly longer for food and shelter. 

If you'd like to become a bee saver, you can donate to get one of our Bee Saver Kits here <U+0001F449>"
"75",10082,"coral_org",0,0,"Nophoto","A special holiday message from CORAL"
"76",4406,"OurOcean",13,3,"Photo","Stay tuned this afternoon and every Friday for more opportunities to learn about #diversity in conservation, and comment any educational articles or blogs that you'd like to share with the community as well! <U+0001F30E><U+0001F30D><U+0001F30F>"
"77",8748,"coral_org",2,1,"Photo","Watch @TechSoup's Facebook Live on 10/11 with CORAL's Comms Mgr, James Lloyd (@jtweks), to learn how we share our story! #savecoralreefs"
"78",49759,"CANIntl",4,1,"Nophoto","First, clarity on the total number of participants who can be accommodated under different scenarios, including specific numbers for observers and media at #COP26; 13/16"
"79",20153,"MissionBlue",4,2,"Nophoto","True or false: the Kep Archipelago is home to Cambodia's largest concentration of seahorses."
"80",117963,"A_W_Global",4,3,"Nophoto","#UK Government: All #dogs and #cats to be protected by #FinnsLaw . - Sign the Petition! 

"
"81",42428,"Fridays4future",141,39,"Photo","The #G7 has a historical debt to the world, especially most affected areas. We must dismantle the profit-oriented system that causes both the climate crisis and vaccine inequity! #Vaccines4All #Greens4Vaccines #GreatRecovery"
"82",14971,"whalesorg",15,3,"Nophoto","Fascinating and sad. This rare footage of a dwarf sperm #whale ejecting ink reminded us that we still have so much to learn about these incredible creatures <U+0001F499> We did know they release 'ink' when distressed, but it has never before been documented. 

"
"83",97337,"AnimalAid",11,6,"Nophoto","Most Eaten, Least Heard: The Inner Lives of Fishes (Jonathan Balcombe | TEDxHeidelberg)"
"84",121428,"SheldrickTrust",3,0,"Nophoto","@Ceilidh1954 Hi Lynda! The Keepers give the bottle a little shake just to make sure the formula stays mixed together :)"
"85",48559,"Greenpeace",56,30,"Nophoto","Deutsche Bank backed @HalcyonAgri kicked Indigenous #Baka People off their ancestral lands, without the slightest attempt at obtaining their consent.

We can<U+0092>t allow the rubber industry to continue trashing our rainforests.

#HumanRights #Cameroon"
"86",72138,"peta",2,1,"Nophoto","@Carniore1 Truth <U+0001F4A3><U+0001F4A3>"
"87",79542,"DogsTrust",1,0,"Nophoto","@KPasithea Thank you so much for your support <U+0001F49B>"
"88",93586,"Defenders",74,26,"Nophoto","We &amp; @CenterForBioDiv sued the Department of the Interior to protect the cactus ferruginous pygmy owl &amp; in November 2019, the #Arizona district court gave the USFWS until August 2021 to assess if the species should be relisted:"
"89",37857,"therightblue",0,0,"Nophoto","A new fast-burning Californina fire has closed part of Highway 101
"
"90",103269,"FarmSanctuary",165,53,"Photo","This November, our rescued turkey residents will be the guests of honor at our Celebration for the Turkeys events in Southern CA &amp; upstate New York! 

Tickets still available:
<U+0001F983> Acton, CA - 11/4 &amp; 11/5:"
"91",107388,"TreehuggerTwo",6,5,"Photo","Pricey meat is forcing Americans toward vegetarian meals
"
"92",70820,"HSIGlobal",56,59,"Nophoto",".@CITES #CoP18 46 governments voted to end cruel live #elephant trade. <U+274C>

Shockingly next week when debate is reopened the #EU &amp; #USA will vote to continue trade. 

Tell your minister &amp; @KarmenuVella &amp; @AnttiRinnepj
 to #StopLiveTrade &amp; keep <U+0001F418> in Africa!"
"93",14622,"whalesorg",69,18,"Nophoto","<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>"
"94",82317,"MoveTheWorld",0,1,"Nophoto","@carolkeith55 Apologies for the inconvenience, we had a technical error. Please use this link:"
"95",115958,"pawtitions",5,10,"Nophoto","Monkeys &amp; apes are wild #animals, not pets. Save them from captivity:"
"96",87760,"WWF",319,237,"Photo","#Renewable #energy - the solutions to building a brighter, #climate-friendly future exist today! RT to show your support<U+0001F60E>"
"97",90320,"CatsProtection",1,0,"Nophoto","@GayleNeale Hi Gayle, if you could try calling them on 0191 653 1372. Thanks! <U+0001F43E>"
"98",106713,"TreehuggerTwo",483,116,"Photo","In a remote stretch of rainforest on Canada's Pacific coast, a unique population of wolves has taken to a life of the sea..."
"99",103290,"FarmSanctuary",1,0,"Nophoto","@hippeacechick Thank you, Carol Lynne! We<U+0092>re aware and have people on the ground, and we understand that the bull is now safe at a sanctuary in New Jersey. Every time one of these animals escapes, we are reminded of the 11 billion other animals who don<U+0092>t have this chance at freedom."
"100",90153,"CatsProtection",181,50,"Photo","Slick Rick found himself in our care for 142 days when his long recovery journey was made even longer by lockdown. But charming Rick managed to win the hearts of the team at @CPExeterAxhayes. Find out how you can help us be #HereForTheCats:"
"101",107629,"TreehuggerTwo",1,0,"Nophoto","How one company is helping provide school supplies to classrooms in need. #TeacherAppreciationWeek @GeorgiaPacific
"
"102",120273,"SheldrickTrust",1808,267,"Photo","Newly rescued orphan Tunga is fast making friends with the other wild animals that call our Kaluku Field HQ home. Like him, they all are orphans #animalrescue"
"103",6073,"seashepherd",169,70,"Nophoto","<U+0001F988>In 2017, Sea Shepherd helped bust one of the biggest shark poaching operations in West Africa. It's now featured in the new #SharkWeek film #TheFinMovie, directed by Eli Roth, streaming on @discoveryplus from July 13. @SharkWeek Watch the trailer <U+0001F3A5>"
"104",80223,"MoveTheWorld",92,39,"Photo","Success! <U+0001F973><U+0001F43B><U+0001F64C><U+0001F3FC>

We've been lobbying the South Korean government on the Wildlife Protection and Management Act for several years. The passing of this Amendment Bill sends a clear signal that wild animal cruelty will not be tolerated. #NotMedicine #SouthKorea"
"105",31406,"savingoceans",18,7,"Photo","A Path to Creating the First Generation of High #Seas #Protected Areas, via @pewtrusts #HighSeas #OceanProtection #OceanOptimism"
"106",104413,"MercyForAnimals",63,23,"Photo","If we don<U+0092>t do something now to curb climate change, scientists warn the planet faces disastrous consequences, from intensified storms and rising sea levels to the extinction of millions of species. 

Learn more and take action #ForNature:"
"107",116799,"A_W_Global",2,1,"Nophoto","#Abitibi #Quebec #Canada couple hoping to expand #zootherapy service with their farm of rescue #animals 

"
"108",74844,"peta",0,0,"Nophoto","@kayllaab_ Do it! There<U+0092>s no better time to make positive changes for animals, the planet, and yourself<U+0097>and the easiest way to do that is by going vegan right now! Try out our 3 week vegan challenge <U+0001F331><U+0001F60A>:"
"109",85102,"PDSA_HQ",23,6,"Photo","#DisobedienceDay <U+0001F436> Puppies can be a handful and sometimes it can be hard to resist those puppy dog eyes when they've not been too well behaved! <U+0001F43E> Here's some advice on how to deal with a mischievous pup<U+0001F449> -&gt;"
"110",20350,"Seasaver",87,27,"Nophoto","You think? Space tourism is the manifestation of a civilization sleepwalking to catastrophe."
"111",12159,"mcsuk",2,0,"Nophoto","@EG_Cunningham Fantastic to have you on board! <U+0001F31F><U+0001F433>"
"112",123165,"AWF_Official",41,19,"Photo","Adult rhinos have no natural predators, except for man."
"113",40011,"therightblue",0,0,"Nophoto","Why Covid Took Off in California, Again"
"114",106931,"TreehuggerTwo",7,1,"Photo","These invasive snakes twist their bodies like lassos to climb high (and annihilate native birds)"
"115",36730,"1World1Ocean",0,0,"Nophoto","@alexgoltzz Thanks for the follow, Alex! <U+0001F40B>"
"116",47094,"friends_earth",10,3,"Nophoto","Important new research shows that wildlife in our rivers needs protecting from all sources of harmful pesticides."
"117",46801,"friends_earth",9,10,"Nophoto","Our 200+ Climate Action groups are made up of people like you, working together to make communities more climate friendly and helping drive change nationwide. 

Click below to find and join a group near you and #TakeClimateAction <U+0001F447>
"
"118",114300,"pawtitions",8,15,"Photo","Punish man accused of slamming dog on the ground and leaving it to die:"
"119",111514,"Network4Animals",16,16,"Nophoto","If you<U+0092>re an NFA supporter, then you love animals as much as we do and you know that all we do is for the animals and not for ourselves. Please continue to help us. Your donations make a huge difference!  

"
"120",44014,"350",5,3,"Photo","<U+2600><U+FE0F> One month to go! <U+2600><U+FE0F>

The Global Just Recovery Gathering is nearly upon us and if you've got a few questions, here are four things you need to know about this powerful moment. Join us and pre-register today:"
"121",62824,"ClimateReality",18,5,"Nophoto","Hint: big money from Big Polluters."
"122",62641,"ClimateReality",67,28,"Photo","<U+0001F6A8> A new report from the International Energy Agency makes it clear: we can turn back the worst of the climate crisis <U+0096> but the only path forward is fossil fuel-free.

That means no new fossil fuel plants, starting right NOW:"
"123",39986,"therightblue",0,0,"Nophoto","Analysis | The climate news is about to get a lot worse"
"124",60844,"IFATworldwide",0,1,"Nophoto","The winners of the #CircularsAwards have been announced at #WorldEconomicForum in Davos. See the award winners here."
"125",7477,"seashepherd",130,94,"Photo","Marine engineers and ticketed navigators who care about the oceans wanted for Sea Shepherd's growing fleet. Join our direct-action campaigns to shut down poachers, combat illegal fishing, and save marine wildlife around the world! More here:"
"126",94156,"ASPCA",0,0,"Nophoto","@sunbIasts Thanks for your interest in adopting a pet! We are still managing our adoption process remotely, which has resulted in many happy placements of adoptable pets over the past year. For any updates on the process, please visit"
"127",70527,"HSIGlobal",2,1,"Nophoto","@radioleary Thanks Dermot! <U+0001F418>"
"128",108412,"TreehuggerTwo",8,1,"Photo","There is no universal sense of smell"
"129",50163,"CANIntl",11,9,"Photo","<U+0093>It<U+0092>s staggering how far off track countries are to dealing with the climate crisis. Currently, they are set to achieve just a 1% reduction of emissions by 2030 compared to 2010 levels,"" says @mohadow, Director @PowerShftAfrica while pushing for drastic change at #COP26 this year"
"130",123007,"AWF_Official",92,23,"Photo","Giraffes are the world's tallest mammals. Their long legs allow giraffes to run as fast as 35 miles an hour (56.3km/hr) over short distances and cruise comfortably at 10 miles an hour(16.1km/hr) over longer distances."
"131",87989,"WWF",470,236,"Photo","The oceans are being exploited. If we all contribute a little bit, we can bring the oceans back to the way they were #oceanwitness #IMPAC4"
"132",121238,"SheldrickTrust",0,0,"Nophoto","@DavidBurkhard20 Yes it is, feasting in his new home at Sirikoi :)"
"133",118855,"SheldrickTrust",3580,571,"Photo","There's a new #elephant mum in our midst! Last week, an orphan we rescued, raised and returned to the wild gave birth. Even more special, new mum Makena chose to share this joyous occasion with us, bringing her hours-old baby 'home' to meet her human family."
"134",84480,"PDSA_HQ",12,2,"Photo","Does anyone else have the urge to bake now that the #GreatBritishBakeOff is returning to our screens?<U+0001F929><U+0001F9C1>

Our honey and banana cake recipe is the perfect treat for your pooch and is bound to keep them happy and healthy<U+0001F436>

Get baking<U+0001F469><U+0001F3FC><U+200D><U+0001F373><U+0001F447> #PDSAPets"
"135",52784,"BBCEarth",64,14,"Nophoto",".@BBCNews<U+00A0>speaks to a metal detectorist who was left ""shaking with happiness"" after discovering a hoard of Bronze Age artefacts in the Scottish Borders."
"136",100052,"Protect_Wldlife",2,0,"Nophoto","@Gordicans @rickygervais I can assure you that we DO highlight habitat destruction that affects wildlife around the world."
"137",50233,"CANIntl",4,0,"Photo","Uruguay: ""Neutrality<U+0094> in 2050 is too long-term. 
Neutrality does not imply zero emissions. It seems that there are no intentions to improve anything""
-Mario Calfera, Amigos del Viento 
#ClimateAmbitionSummit #ClimateAction"
"138",98223,"AnimalAid",37,48,"Nophoto","French animal protection org @L214 reveal...Irish calves suffer greatly at France's largest veal slaughterhouse. Throats <U+0093>sawed<U+0094> &amp; calves being inadequately stunned before being killed. Truly awful :"
"139",89254,"CatsProtection",0,0,"Nophoto","@chippedpale Hi Sam. We're continuing to provide support to our teams and are addressing any negative comments on the post mentioned with positive explanations as to the vital nature of this network at Cats Protection and beyond. We will continue to do so. Thanks for your feedback. <U+0001F43E>"
"140",19882,"MissionBlue",17,2,"Photo","We are continuing to learn more about these routes, and refer to these well-traveled pathways as migratory corridors or highways. As scientists learn about the habits of these ocean trekkers, they can pinpoint ways to better protect this traveling wildlife.

<U+0001F4F8>: @KipEvansPhoto"
"141",91729,"Defenders",21,5,"Nophoto","We &amp; @selc_org sent a letter to the Fish &amp; Wildlife Service calling on the agency to halt its efforts to remove protections for the #endangered red-cockaded #woodpecker."
"142",62063,"ClimateReality",81,50,"Nophoto","As droughts intensify amid the worsening climate crisis, towns are running out of water. That<U+0092>s climate injustice in action <U+0097> and we need to protect communities now!"
"143",54972,"UNEP",104,32,"Nophoto","The Latin America &amp; the Caribbean region<U+0001F30E> is home to almost half of the world<U+0092>s biodiversity.

Our joint efforts with the @EU_Commission on environmental cooperation in the region are aimed at tackling the triple planetary crisis. #BuildBackGreener
"
"144",46388,"friends_earth",15,2,"Nophoto","Together with @CPRE, we persuaded over 2,000 Councillors in England to sign an open letter against the harmful planning proposals.

And the great news? It looks like it worked. 

This really is a huge win for people power <U+0001F44F>"
"145",7865,"coral_org",13,8,"Photo","Your #TuesdayTravelTips reminder: If you have to stand, stand on sand. If you're in the water and need to take a little break from swimming, find a nice sandy spot to stand on instead of a coral reef. Corals are living animals, and standing on them could kill them."
"146",95880,"ASPCA",0,0,"Nophoto","@FFMCDylan Thanks so much for thinking of us, Dylan! <U+0001F9E1><U+0001F436>"
"147",122743,"AWF_Official",25,11,"Photo","Kudu numbers are affected by humans hunting them for their meat, hides, and horns. Kudu horns have long been prized in Africa for use as musical instruments, honey containers, and symbolic ritual objects."
"148",124712,"wildlifedirect",10,3,"Photo","Our #WildlifeWarriors Kids Clubs are led by dedicated teachers. The most successful clubs are led by teachers w/ experience in wildlife matters. When a teacher is confident in the subject they have the power to change their students' attitudes &amp; behaviour."
"149",42161,"Fridays4future",775,205,"Photo","<U+0001F4CD>: Lusaka, Zambia

The Youth in Zambia joined the global climate strike to demand for climate action on 24.09.

There is no time to wait! It is now or never!"
"150",28335,"MantaTrust",21,6,"Photo","This month The Cyclone takes members #BehindTheScenes to find out more about our partner's work in Brazil and what our teams around the world have been up to for World Ocean's Day.

#JoinTheCyclone today -"
"151",55123,"UNEP",670,285,"Photo","Today is #WorldSeagrassDay

Seagrass beds are a #ClimateAction ally, storing up to 18% of oceanic carbon.

But we lose a football field of seagrass beds every 30 minutes. 

How to restore seagrass in the Western Indian Ocean Region:"
"152",31808,"savingoceans",21,8,"Photo","Mangroves, salt marshes and sea grasses act as blue carbon ecosystems that protect and replenish our ocean<U+0092>s ability to store carbon and fight #climatechange. We must protect them. #OceanClimateAction #COP25"
"153",112897,"Network4Animals",10,10,"Nophoto","Helping animals isn<U+0092>t NFA<U+0092>s job <U+0096> it<U+0092>s our mission, every day of the year. And we get the job done!  Please make a donation today so we can end 2019 strong and begin 2020 knowing we can continue to expand our crusade to help animals throughout the world."
"154",65077,"EcoWatch",40,23,"Nophoto","""My Earth Day message to Big Oil: See you in court."" <U+0097>New York City Mayor Bill de Blasio
"
"155",33445,"padiaware",0,0,"Nophoto","#OceanSummit"
"156",119006,"SheldrickTrust",3,1,"Nophoto","@GealFaol 2. This is because we currently have sufficient stock and have limited space in which to store blankets. As and when we need more, we purchase blankets that are specially made according to our needs directly from local suppliers in Kenya, thereby also supporting local employment."
"157",84582,"PDSA_HQ",35,10,"Photo","#DidYouKnow When a dog feels an emotion such as fear, they involuntarily release a scent into the environment that other dogs can detect? <U+0001F443><U+0001F436> 

Comment below if this surpised you <U+0001F447> #WednesdayWisdom #PDSAPets"
"158",97215,"AnimalAid",1,0,"Nophoto","@JillDellow For their meat and fur sadly. Some may also be being sold live, perhaps for the pet trade."
"159",58720,"pewenvironment",14,7,"Nophoto","Strong negative impacts from warming waters become apparent after four generations of fish, new data from #Pewmarinefellow @AstaAudzi finds

<U+0093>This suggest that we might be underestimating the possible impacts of climate change on some fisheries stocks.<U+0094>"
"160",50081,"CANIntl",1,2,"Photo","Steps to turn the tide: If you are in a hole stop digging, put an immediate halt to new digging &amp; drilling; put your money where your mouth is, end #fossilfuel subsidies &amp; make public finance fossil free; free up resources to invest in a more equitable future @LaurievdBurg @1o5C"
"161",38420,"therightblue",1,0,"Nophoto","Pfizer says its Covid vaccine is safe and generates robust immune response in kids ages 5 to 11"
"162",67683,"BornFreeFDN",235,62,"Photo","If you're in the UK, watch the movie that inspired our Co-Founders Virginia McKenna and Bill Travers to devote their lives to wildlife. Born Free is on Sony Movies Classic at 9.20am this morning. Find it on Freeview, Freesat, Sky and Virgin #KeepWildlifeInTheWild @SonyMoviesUK"
